Frame,Landmark X,Landmark Y,Confidence
4,229,554,0.0029333895072340965
4,368,577,0.012957639992237091
4,248,509,0.007357587572187185
4,357,559,0.016642611473798752
4,225,498,0.010376231744885445
4,363,567,0.015350676141679287
4,228,495,0.010804072953760624
4,399,1041,0.012010081671178341
4,256,1014,0.011839609593153
4,407,1195,0.0003363242431078106
4,216,892,0.0003093627456109971
4,414,1447,0.00023702182807028294
4,200,1299,0.00018058433488477021
4,437,1492,0.0010506275575608015
4,205,1374,0.0006872441153973341
4,331,1485,0.00046513014240190387
4,186,1359,0.00032359606120735407
5,286,435,0.9618992209434509
5,303,419,0.9413264989852905
5,313,419,0.9334907531738281
5,324,419,0.9505654573440552
5,277,422,0.9598937630653381
5,271,424,0.9651201963424683
5,265,425,0.9734436869621277
5,350,434,0.9597389698028564
5,259,444,0.9460920691490173
5,307,462,0.8274694085121155
5,280,464,0.827785074710846
5,431,561,0.8577372431755066
5,207,577,0.757879912853241
5,484,646,0.03887569159269333
5,209,664,0.007723248563706875
5,393,580,0.006495962385088205
5,237,534,0.003842580132186413
5,369,567,0.01388606708496809
5,263,499,0.008818737231194973
5,361,544,0.017697269096970558
5,255,485,0.012226983904838562
5,366,551,0.016137370839715004
5,255,493,0.012712761759757996
5,396,1035,0.011082718148827553
5,260,1017,0.010958096943795681
5,405,821,0.00041708536446094513
5,217,635,0.0004108085122425109
5,412,835,0.00030815639183856547
5,276,697,0.00028641248354688287
5,432,865,0.0012920387089252472
5,287,739,0.001191356685012579
5,342,748,0.0006149139371700585
5,293,615,0.000515616440679878
6,287,447,0.9597281813621521
6,303,427,0.9349980354309082
6,313,426,0.9274744987487793
6,324,426,0.9459890127182007
6,279,431,0.9556030631065369
6,272,432,0.9614775776863098
6,266,434,0.9705106019973755
6,348,439,0.9560320973396301
6,263,449,0.9419556260108948
6,309,472,0.8253732919692993
6,281,475,0.8237134218215942
6,439,560,0.8656259179115295
6,208,577,0.7676795125007629
6,477,649,0.049272578209638596
6,203,665,0.00971798226237297
6,385,584,0.007968773134052753
6,237,555,0.004224727395921946
6,368,574,0.015930714085698128
6,259,539,0.009296774864196777
6,360,552,0.020274518057703972
6,252,533,0.012801227159798145
6,363,558,0.018248476088047028
6,253,543,0.013220862485468388
6,403,1025,0.012388440780341625
6,259,1002,0.012293597683310509
6,412,1303,0.0004297333362046629
6,237,1120,0.0004961289814673364
6,413,1643,0.0003320750838611275
6,241,1554,0.0003347942547407001
6,433,1694,0.0012628004187718034
6,245,1623,0.0011844593100249767
6,334,1699,0.000659069512039423
6,221,1629,0.0005849271547049284
7,278,444,0.9609465599060059
7,295,425,0.9370100498199463
7,304,424,0.9298271536827087
7,313,424,0.9476542472839355
7,275,429,0.9570687413215637
7,270,431,0.9627695083618164
7,264,432,0.9714869260787964
7,337,439,0.957953929901123
7,263,449,0.9444406628608704
7,299,470,0.8344652652740479
7,274,474,0.8315408229827881
7,431,555,0.8732630014419556
7,219,577,0.7787110805511475
7,463,650,0.053029559552669525
7,211,676,0.00937773659825325
7,373,587,0.008347981609404087
7,239,578,0.004195513669401407
7,357,577,0.016813630238175392
7,258,568,0.009357711300253868
7,353,556,0.021425090730190277
7,251,554,0.012928255833685398
7,357,562,0.019057761877775192
7,252,562,0.013340010307729244
7,400,1025,0.012854094617068768
7,260,1002,0.012828213162720203
7,413,1211,0.0004580206878017634
7,237,1036,0.0005138131091371179
7,429,1512,0.0003475732810329646
7,239,1382,0.00032995513174682856
7,459,1565,0.0012926069321110845
7,244,1449,0.001188657246530056
7,343,1537,0.0006830994971096516
7,221,1418,0.0005828446592204273
8,277,444,0.9608374238014221
8,294,425,0.9364667534828186
8,302,424,0.9297426342964172
8,310,424,0.9475895762443542
8,275,429,0.9565387964248657
8,270,430,0.9623264670372009
8,266,432,0.9709339141845703
8,336,439,0.9586737155914307
8,270,449,0.9437958002090454
8,299,470,0.8427996635437012
8,274,473,0.8376252055168152
8,426,552,0.8839656710624695
8,230,575,0.7929643988609314
8,458,655,0.0718279555439949
8,233,693,0.008980386890470982
8,364,580,0.012577233836054802
8,240,603,0.004147253464907408
8,343,563,0.02296438068151474
8,249,590,0.009414133615791798
8,342,539,0.028735792264342308
8,245,544,0.01293389592319727
8,348,548,0.024704961106181145
8,249,530,0.013274181634187698
8,399,1009,0.01927599124610424
8,261,987,0.017787568271160126
8,416,1301,0.0005376890767365694
8,253,1144,0.0005974433734081686
8,426,1663,0.0003977112646680325
8,237,1582,0.00039238622412085533
8,451,1721,0.001331886276602745
8,242,1653,0.0012126226210966706
8,343,1715,0.000762847310397774
8,215,1651,0.0006609014817513525
9,271,443,0.962041437625885
9,289,425,0.9389392137527466
9,297,425,0.9326820969581604
9,305,424,0.9498772621154785
9,272,428,0.9580284357070923
9,268,430,0.9635754823684692
9,264,432,0.9718694090843201
9,330,438,0.9609391093254089
9,270,449,0.9460452198982239
9,289,469,0.8526774644851685
9,268,472,0.8463953733444214
9,411,552,0.8937005400657654
9,233,574,0.8062551617622375
9,434,665,0.09173855185508728
9,240,696,0.008681260980665684
9,339,583,0.016344156116247177
9,240,602,0.004139682278037071
9,319,566,0.02846318483352661
9,247,585,0.009479143656790257
9,313,505,0.03518395125865936
9,245,537,0.012973885051906109
9,324,553,0.029765142127871513
9,249,516,0.01327596977353096
9,383,999,0.02535633184015751
9,258,979,0.022315148264169693
9,409,1307,0.0006491906242445111
9,255,1159,0.0006729768356308341
9,408,1664,0.0004990814486518502
9,236,1579,0.00045227701775729656
9,429,1723,0.0015073902904987335
9,241,1647,0.0012772120535373688
9,331,1709,0.0009326529689133167
9,212,1643,0.0007549042929895222
10,271,440,0.9614274501800537
10,289,422,0.9377576112747192
10,297,421,0.9317144155502319
10,306,420,0.949120283126831
10,272,427,0.9570366740226746
10,268,429,0.9626781344413757
10,264,431,0.9710202217102051
10,331,434,0.9613461494445801
10,270,448,0.9449763894081116
10,289,464,0.8568632006645203
10,268,468,0.8483183979988098
10,411,539,0.9007654190063477
10,237,570,0.8119202852249146
10,434,634,0.09921254962682724
10,246,697,0.008301126770675182
10,340,551,0.018871134147047997
10,238,613,0.004061924759298563
10,320,536,0.032566335052251816
10,237,599,0.009410194121301174
10,307,469,0.040066689252853394
10,232,573,0.01286023948341608
10,323,524,0.033935096114873886
10,236,574,0.013185083866119385
10,384,987,0.02790597639977932
10,258,969,0.024023350328207016
10,441,1234,0.000696430099196732
10,274,1013,0.000703039753716439
10,443,1504,0.0004984353436157107
10,251,1378,0.0004493514425121248
10,461,1549,0.0015007795300334692
10,252,1441,0.0012618453474715352
10,382,1532,0.0009186837123706937
10,244,1426,0.0007418509339913726
11,271,439,0.963090717792511
11,289,422,0.9411219954490662
11,297,422,0.9353753924369812
11,305,421,0.951827883720398
11,272,427,0.9594627618789673
11,268,429,0.9647964835166931
11,264,431,0.9727126359939575
11,329,434,0.9638157486915588
11,270,448,0.9484718441963196
11,288,463,0.8662187457084656
11,268,468,0.8573116064071655
11,394,536,0.9084005355834961
11,259,568,0.8223979473114014
11,417,640,0.10071517527103424
11,287,698,0.007882273755967617
11,337,608,0.018376851454377174
11,243,617,0.004032724071294069
11,320,610,0.03220998868346214
11,238,603,0.009514890611171722
11,301,474,0.03962373733520508
11,231,583,0.013002726249396801
11,322,591,0.033730022609233856
11,235,587,0.013350645080208778
11,378,968,0.030160339549183846
11,266,952,0.026348544284701347
11,435,1131,0.0009021885925903916
11,253,944,0.0007848917739465833
11,421,1402,0.0005898019880987704
11,249,1316,0.0004702673468273133
11,443,1454,0.0017688794760033488
11,250,1378,0.0013604856794700027
11,335,1411,0.0010188190499320626
11,240,1368,0.0007579008233733475
12,272,440,0.9576895236968994
12,290,424,0.935575008392334
12,297,423,0.9291165471076965
12,305,422,0.9462766647338867
12,273,429,0.9559404850006104
12,270,431,0.9619344472885132
12,266,434,0.9707311391830444
12,330,435,0.9596466422080994
12,272,450,0.9444814324378967
12,289,463,0.8529092669487
12,270,467,0.8427591323852539
12,395,537,0.8971589803695679
12,261,569,0.8063022494316101
12,392,630,0.09430386871099472
12,295,686,0.007468067109584808
12,331,568,0.01725827343761921
12,245,595,0.0039274622686207294
12,318,559,0.030709000304341316
12,238,575,0.009361417032778263
12,303,495,0.03774666786193848
12,236,528,0.012797527015209198
12,318,546,0.032228972762823105
12,241,515,0.01318197138607502
12,380,963,0.028112148866057396
12,278,955,0.024807890877127647
12,426,780,0.0009973690612241626
12,253,647,0.0007615015492774546
12,417,861,0.0006243864190764725
12,280,793,0.00047208432806655765
12,432,899,0.001980806002393365
12,282,833,0.0014496209332719445
12,359,785,0.0010729290079325438
12,307,755,0.000750015489757061
13,280,418,0.9510948657989502
13,302,399,0.9267339706420898
13,313,401,0.9186989068984985
13,326,403,0.9393014311790466
13,280,398,0.9479997754096985
13,274,400,0.9530103206634521
13,268,402,0.9637840390205383
13,355,422,0.9520975351333618
13,272,424,0.9289953708648682
13,301,453,0.822494626045227
13,271,452,0.8077296614646912
13,404,542,0.8680254817008972
13,246,567,0.755730926990509
13,436,625,0.08880183845758438
13,237,653,0.006997598335146904
13,361,535,0.016518497839570045
13,235,551,0.0036227512173354626
13,330,471,0.029474833980202675
13,234,522,0.008625526912510395
13,334,490,0.0362422876060009
13,231,508,0.011793769896030426
13,339,511,0.031050007790327072
13,234,512,0.012179870158433914
13,377,964,0.025569364428520203
13,274,960,0.02254270389676094
13,384,860,0.0009149825200438499
13,252,674,0.000690876564476639
13,415,1022,0.0005798102938570082
13,283,879,0.00043140430352650583
13,433,1068,0.0019057027529925108
13,288,927,0.0013501953799277544
13,359,977,0.0010091064032167196
13,302,860,0.0006888515199534595
14,298,314,0.9556790590286255
14,322,294,0.9333896636962891
14,336,297,0.9260848164558411
14,350,300,0.944728672504425
14,294,295,0.9527994990348816
14,286,297,0.9574181437492371
14,278,300,0.9671574831008911
14,372,322,0.9565321803092957
14,272,328,0.935656726360321
14,325,355,0.8399830460548401
14,284,352,0.8267247080802917
14,484,500,0.8808243870735168
14,186,506,0.7796840667724609
14,554,664,0.0980926975607872
14,133,683,0.01881212554872036
14,528,800,0.016346309334039688
14,130,799,0.0051446291618049145
14,538,850,0.029032623395323753
14,115,841,0.010738782584667206
14,506,849,0.03618898615241051
14,136,838,0.015145213343203068
14,497,826,0.030866049230098724
14,146,820,0.01472819410264492
14,419,919,0.023980310186743736
14,241,915,0.021442994475364685
14,426,1239,0.0009115898283198476
14,257,1214,0.0011685999343171716
14,426,1531,0.0006186754326336086
14,260,1531,0.0007076442707329988
14,434,1583,0.0018738602520897985
14,247,1584,0.0014623150927945971
14,380,1593,0.0010247218888252974
14,284,1603,0.000895945355296135
15,328,181,0.9591890573501587
15,353,164,0.9376538395881653
15,367,168,0.9308909177780151
15,380,171,0.9481380581855774
15,322,162,0.9561025500297546
15,311,163,0.9606979489326477
15,300,165,0.9697510600090027
15,409,202,0.9598615169525146
15,286,190,0.9411252737045288
15,352,222,0.8556699752807617
15,309,216,0.843842625617981
15,521,415,0.8926873803138733
15,163,382,0.8016818761825562
15,605,656,0.09126638621091843
15,53,514,0.021009238436818123
15,613,826,0.014829589985311031
15,58,773,0.004966007545590401
15,635,888,0.02632001042366028
15,36,833,0.010099126026034355
15,596,895,0.032841362059116364
15,76,846,0.014287928119301796
15,581,865,0.028004350140690804
15,89,820,0.013809164986014366
15,425,832,0.02201598510146141
15,198,817,0.019974367693066597
15,427,1191,0.0008214197005145252
15,224,1144,0.001067714998498559
15,422,1481,0.0005603753379546106
15,222,1477,0.000663439859636128
15,426,1531,0.0016972157172858715
15,212,1534,0.0013542049564421177
15,379,1574,0.0009250278235413134
15,274,1568,0.0008257177541963756
16,371,59,0.9631812572479248
16,400,30,0.9436374306678772
16,417,34,0.9375401735305786
16,431,39,0.953088104724884
16,362,29,0.9603264927864075
16,349,30,0.9645113945007324
16,335,32,0.9726788997650146
16,458,74,0.9637734293937683
16,319,61,0.9469113945960999
16,393,103,0.8700534105300903
16,344,95,0.8594138026237488
16,559,329,0.9033449292182922
16,179,246,0.8214625120162964
16,645,580,0.08679971098899841
16,18,349,0.028533656150102615
16,647,792,0.0136988190934062
16,-131,506,0.007654836867004633
16,675,861,0.024368729442358017
16,-198,531,0.014174399897456169
16,634,866,0.030515365302562714
16,-166,553,0.02042013220489025
16,618,838,0.02599731832742691
16,-135,549,0.019737523049116135
16,442,737,0.021379612386226654
16,204,713,0.02036888711154461
16,443,1154,0.000748538295738399
16,215,1069,0.0010410588001832366
16,422,1436,0.0005182504537515342
16,206,1409,0.0006555850268341601
16,424,1485,0.0015715251211076975
16,201,1470,0.0013163972180336714
16,377,1508,0.0008521933341398835
16,241,1492,0.0008106476161628962
17,357,18,0.9665498733520508
17,392,-13,0.9481267333030701
17,411,-11,0.9425426721572876
17,428,-9,0.956596314907074
17,351,-15,0.9637097716331482
17,338,-15,0.9676525592803955
17,326,-16,0.9750832319259644
17,461,11,0.9668651223182678
17,313,6,0.9518094658851624
17,384,63,0.882750391960144
17,334,59,0.8732367753982544
17,553,249,0.9126511812210083
17,187,192,0.8391514420509338
17,647,460,0.09436513483524323
17,16,336,0.06596528738737106
17,663,772,0.013016363605856895
17,-153,477,0.018946727737784386
17,681,778,0.022924549877643585
17,-221,499,0.025396831333637238
17,657,770,0.02886282280087471
17,-205,511,0.03607834875583649
17,646,767,0.024770768359303474
17,-170,508,0.036524537950754166
17,447,653,0.02626846544444561
17,214,630,0.03198211267590523
17,445,1039,0.0007069431594572961
17,216,1007,0.0011780810309574008
17,423,1347,0.0004995520575903356
17,211,1375,0.0007631892804056406
17,425,1396,0.0014881833922117949
17,207,1427,0.0013902903301641345
17,362,1448,0.0008273752173408866
17,241,1439,0.0009375620866194367
18,353,9,0.9697661399841309
18,392,-28,0.9528777003288269
18,412,-26,0.947884202003479
18,430,-24,0.9604910612106323
18,346,-34,0.9671024084091187
18,332,-37,0.9707474112510681
18,320,-39,0.9774478673934937
18,466,0,0.9700359106063843
18,313,-17,0.9565078616142273
18,384,54,0.8943722248077393
18,330,46,0.8858267664909363
18,555,232,0.9212561845779419
18,200,173,0.8551427721977234
18,633,439,0.1447867900133133
18,39,343,0.10931474715471268
18,669,742,0.01822568289935589
18,-140,463,0.03675195202231407
18,696,766,0.02869243547320366
18,-215,477,0.0429963618516922
18,666,763,0.03723786026239395
18,-197,496,0.05951616168022156
18,651,744,0.03322630375623703
18,-158,496,0.0645451694726944
18,442,613,0.05466480553150177
18,218,579,0.06886620819568634
18,445,1001,0.001301089650951326
18,215,949,0.0019264811417087913
18,423,1286,0.0011559827253222466
18,207,1277,0.001694140606559813
18,426,1328,0.0019695020746439695
18,204,1324,0.002062152838334441
18,350,1388,0.0016764587489888072
18,219,1387,0.0018924656324088573
19,355,25,0.9726544618606567
19,393,-9,0.9569854736328125
19,412,-7,0.9525088667869568
19,429,-4,0.9637205600738525
19,352,-12,0.9701336026191711
19,340,-13,0.9735357761383057
19,328,-14,0.9795669913291931
19,461,13,0.9727107286453247
19,326,-1,0.9606959819793701
19,386,64,0.9046727418899536
19,335,56,0.8970685005187988
19,553,233,0.9287388324737549
19,219,164,0.869506299495697
19,628,428,0.17138096690177917
19,72,320,0.1326945573091507
19,639,680,0.02055889554321766
19,-42,428,0.08468928188085556
19,660,760,0.03359061852097511
19,-92,460,0.10214079916477203
19,624,752,0.04469166696071625
19,-77,485,0.12452655285596848
19,612,721,0.04146365076303482
19,-61,455,0.12990523874759674
19,438,566,0.07531248778104782
19,236,509,0.10066179186105728
19,457,964,0.0014838776551187038
19,229,911,0.002224282594397664
19,423,1257,0.001388656091876328
19,219,1237,0.0021247423719614744
19,425,1300,0.002234648447483778
19,217,1286,0.0023984736762940884
19,350,1353,0.0020351074635982513
19,228,1342,0.0022463854402303696
20,356,26,0.9752606749534607
20,389,-3,0.960746705532074
20,405,0,0.9567039608955383
20,421,4,0.9666624069213867
20,356,-9,0.9729207754135132
20,346,-10,0.9760822057723999
20,336,-11,0.9815160632133484
20,456,26,0.9751295447349548
20,338,5,0.9645328521728516
20,382,63,0.9139920473098755
20,339,54,0.9072474241256714
20,539,230,0.9351392984390259
20,237,168,0.882435142993927
20,628,434,0.20322348177433014
20,83,316,0.15958209335803986
20,631,677,0.02901000715792179
20,11,415,0.16248230636119843
20,655,747,0.052507612854242325
20,-7,466,0.18430744111537933
20,616,738,0.07036483287811279
20,53,467,0.20626449584960938
20,602,716,0.06942538172006607
20,67,444,0.210916668176651
20,427,584,0.10289214551448822
20,243,508,0.14066751301288605
20,454,945,0.0019618060905486345
20,202,857,0.0025330837815999985
20,399,1250,0.0016976078040897846
20,218,1191,0.002609164919704199
20,401,1294,0.0025415413547307253
20,218,1242,0.0027912487275898457
20,318,1338,0.002548960968852043
20,215,1283,0.002666912507265806
21,359,5,0.9772533774375916
21,397,-23,0.9616096019744873
21,415,-19,0.9580110311508179
21,432,-13,0.9659883975982666
21,357,-32,0.974621593952179
21,345,-34,0.9779917001724243
21,333,-35,0.9828863143920898
21,462,7,0.9756432771682739
21,333,-17,0.9675588011741638
21,385,44,0.9213007688522339
21,338,33,0.9159008264541626
21,536,211,0.9403761625289917
21,239,146,0.8940134048461914
21,618,393,0.23325243592262268
21,105,254,0.19498607516288757
21,713,612,0.032630953937768936
21,15,349,0.239646777510643
21,759,664,0.0588589683175087
21,-8,398,0.26120811700820923
21,734,663,0.08072501420974731
21,49,407,0.2823019027709961
21,710,650,0.08303649723529816
21,63,393,0.2862340807914734
21,417,527,0.13799118995666504
21,245,481,0.1890699714422226
21,437,935,0.002270836615934968
21,206,837,0.0025307973846793175
21,386,1220,0.0018201012862846255
21,200,1137,0.00280554685741663
21,391,1259,0.0026704645715653896
21,199,1187,0.0029670321382582188
21,310,1304,0.0028377368580549955
21,184,1210,0.0028767301701009274
22,327,22,0.9772294163703918
22,350,1,0.9589294195175171
22,365,1,0.9559783339500427
22,380,2,0.9624816179275513
22,314,-4,0.9734808206558228
22,301,-8,0.9781342148780823
22,290,-12,0.9825916886329651
22,414,3,0.9746279716491699
22,291,-21,0.9687329530715942
22,350,39,0.9248256683349609
22,309,35,0.9210255146026611
22,466,137,0.9458848834037781
22,207,59,0.9043842554092407
22,573,350,0.2887226343154907
22,57,196,0.24797573685646057
22,683,507,0.06691959500312805
22,16,308,0.31074562668800354
22,736,605,0.1038137748837471
22,-7,374,0.3318348824977875
22,727,594,0.13214965164661407
22,44,356,0.3514449894428253
22,699,583,0.1385338008403778
22,60,339,0.3549216687679291
22,340,461,0.22075356543064117
22,181,411,0.26780980825424194
22,406,715,0.047304823994636536
22,2,531,0.05168364569544792
22,209,920,0.030974021181464195
22,200,721,0.016500916332006454
22,185,937,0.032424721866846085
22,245,732,0.023777488619089127
22,130,1007,0.02844698168337345
22,238,816,0.014022421091794968
23,321,-36,0.9765250086784363
23,333,-56,0.9538422226905823
23,340,-58,0.9521250128746033
23,348,-58,0.9574124813079834
23,310,-54,0.9721152782440186
23,296,-55,0.978240966796875
23,286,-54,0.9824955463409424
23,359,-56,0.9734832048416138
23,286,-51,0.9701565504074097
23,345,-21,0.929925262928009
23,306,-17,0.92723149061203
23,447,104,0.9510139226913452
23,196,49,0.9137845039367676
23,549,300,0.32875919342041016
23,58,187,0.29489535093307495
23,702,484,0.08664005249738693
23,14,282,0.3737001419067383
23,758,528,0.13314074277877808
23,-7,347,0.3944658041000366
23,750,515,0.1673087179660797
23,43,338,0.41289857029914856
23,720,508,0.17821671068668365
23,60,317,0.41605278849601746
23,340,417,0.29588210582733154
23,185,377,0.33920589089393616
23,404,626,0.058689747005701065
23,31,534,0.06535559892654419
23,194,843,0.037283703684806824
23,204,721,0.02053406648337841
23,171,863,0.03924344852566719
23,251,733,0.03058059886097908
23,106,927,0.03397649899125099
23,256,810,0.017061812803149223
24,316,15,0.9784033298492432
24,334,-7,0.9567184448242188
24,345,-8,0.9551055431365967
24,356,-9,0.9592245221138
24,302,-8,0.9742763638496399
24,290,-10,0.9801010489463806
24,281,-12,0.9839317202568054
24,374,-12,0.9748896956443787
24,279,-16,0.9728236198425293
24,339,32,0.9354043006896973
24,298,31,0.9336677193641663
24,444,116,0.9555655717849731
24,199,80,0.9222955107688904
24,548,281,0.3732320964336395
24,68,209,0.34707221388816833
24,708,460,0.1232583224773407
24,21,312,0.4352060556411743
24,761,496,0.17907698452472687
24,-5,378,0.45419013500213623
24,754,484,0.2178526073694229
24,50,376,0.47090908885002136
24,725,480,0.23118138313293457
24,73,356,0.4736798405647278
24,353,437,0.36357343196868896
24,194,399,0.40367624163627625
24,434,643,0.09154938906431198
24,14,463,0.10121912509202957
24,262,877,0.06636777520179749
24,176,628,0.03168897330760956
24,258,903,0.05927259847521782
24,225,644,0.04450662434101105
24,138,976,0.05215891823172569
24,190,719,0.02306496910750866
25,313,-2,0.9802532196044922
25,334,-29,0.9599425196647644
25,347,-28,0.9583588242530823
25,359,-26,0.9617772102355957
25,301,-34,0.9764941930770874
25,289,-34,0.9819071888923645
25,280,-34,0.9853581190109253
25,380,-17,0.9764876365661621
25,281,-24,0.9753463864326477
25,338,22,0.9410732984542847
25,296,18,0.939842939376831
25,447,132,0.9596306681632996
25,203,95,0.9299802184104919
25,550,299,0.41204509139060974
25,84,224,0.3878287672996521
25,716,495,0.14432163536548615
25,52,332,0.48926302790641785
25,770,536,0.2100558876991272
25,8,401,0.5069817900657654
25,758,526,0.25324854254722595
25,70,401,0.5222429633140564
25,728,520,0.2693224549293518
25,98,381,0.524715006351471
25,360,449,0.42540284991264343
25,196,405,0.4623929262161255
25,433,649,0.09768276661634445
25,4,370,0.11007237434387207
25,228,821,0.07568284869194031
25,142,598,0.03754880651831627
25,203,838,0.0715433657169342
25,187,626,0.055767353624105453
25,154,903,0.05891212075948715
25,128,702,0.0266728475689888
26,314,13,0.9803809523582458
26,336,-12,0.9568081498146057
26,349,-12,0.9552158117294312
26,361,-12,0.9556300044059753
26,301,-16,0.976528525352478
26,291,-17,0.9826321601867676
26,281,-18,0.9857912659645081
26,383,-11,0.9734734296798706
26,283,-16,0.9769554734230042
26,339,28,0.943216860294342
26,296,27,0.9440692663192749
26,449,126,0.9630545377731323
26,211,83,0.9369101524353027
26,552,283,0.4282605051994324
26,87,214,0.429812490940094
26,719,450,0.15913310647010803
26,66,313,0.5397586226463318
26,776,483,0.23961322009563446
26,17,377,0.5559051036834717
26,766,466,0.28754863142967224
26,86,383,0.5696940422058105
26,735,464,0.30642467737197876
26,113,365,0.5718740820884705
26,363,443,0.4794263243675232
26,199,405,0.5148026347160339
26,411,648,0.09599249064922333
26,15,441,0.11837983876466751
26,261,838,0.0757572278380394
26,161,625,0.03982991352677345
26,246,859,0.07313503324985504
26,198,645,0.060450006276369095
26,192,925,0.05859195068478584
26,160,718,0.027650177478790283
27,316,20,0.9760968089103699
27,337,-4,0.9425804018974304
27,350,-5,0.9412112236022949
27,362,-5,0.9370185732841492
27,302,-6,0.972804605960846
27,291,-8,0.9815348982810974
27,282,-10,0.9846535325050354
27,384,-10,0.962227463722229
27,284,-15,0.977089524269104
27,340,30,0.9385908246040344
27,300,31,0.9447348713874817
27,449,113,0.9652174115180969
27,221,66,0.9431115388870239
27,550,265,0.40800565481185913
27,108,189,0.4680905044078827
27,710,381,0.15557964146137238
27,76,290,0.5853898525238037
27,763,396,0.2463216483592987
27,23,345,0.6000531911849976
27,762,374,0.29814496636390686
27,90,350,0.6125110387802124
27,734,377,0.32043689489364624
27,118,332,0.6144360899925232
27,361,403,0.5195770859718323
27,208,363,0.5595033168792725
27,406,588,0.09072338044643402
27,37,459,0.11416664719581604
27,201,660,0.07285317033529282
27,169,560,0.03799635171890259
27,184,662,0.0728842169046402
27,200,561,0.05959451198577881
27,111,704,0.05693850293755531
27,169,639,0.026360318064689636
28,323,26,0.9677795171737671
28,341,1,0.912528395652771
28,354,0,0.9109860062599182
28,366,0,0.8993090987205505
28,308,0,0.9643702507019043
28,297,-2,0.9784752130508423
28,287,-5,0.9821915030479431
28,385,-6,0.9362829327583313
28,286,-12,0.976774275302887
28,345,38,0.9280039072036743
28,307,38,0.9438655972480774
28,450,106,0.9668510556221008
28,230,56,0.9487442374229431
28,551,265,0.3923661708831787
28,131,173,0.5125952363014221
